id,name,age,position,club,league,minutes,appearances,goals,assists,xG,xA,shots,shots_on_target,key_passes,passes_per90,pass_accuracy_pct,dribbles_per90,tackles_per90,interceptions_per90,yellow_cards,red_cards,clean_sheets,market_value_eur
608,Sergi Darder,23,MF,Lyon,Ligue 1,210,1,0,0,0,0,0,1,138,0,85.5,41,7,0,2,2,0,11000000
1310,Vincent Kompany,31,DF,Manchester City,Premier League,1394,50,1,1,0.5,0.3,0,2,1403,0.06,91.5,2,19,16,6,0,0,10000000
136,Pierre-Emerick Aubameyang,28,FW,Dortmund,Bundesliga,1416,0,13,3,15.1,1.9,6,23,339,0.19,70.8,15,4,1,1,1,0,75000000
1316,Terence Kongolo,23,DF,Monaco,Ligue 1,256,7,0,0,0.1,0.3,0,0,162,0,72.2,1,6,3,0,0,0,10000000
219,Michy Batshuayi,23,FW,Dortmund,Bundesliga,839,5,7,1,5.9,0.5,3,14,183,0.11,69.9,8,7,1,2,0,0,40000000
370,Jacob Bruun Larsen,18,DF,Dortmund,Bundesliga,7,0,0,0,0,0,0,0,2,0,100,0,1,0,0,0,0,50000
381,Roman Bürki,26,GK,Dortmund,Bundesliga,2969,2,0,0,0,0,0,0,1246,0,71.3,2,0,0,4,0,12,7000000
1148,Andrés Iniesta,33,"MF,FW",Barcelona,La Liga,1862,4,1,2,0.9,1.6,0,6,1534,0.1,86.4,67,20,16,1,0,0,10000000
703,Godfred Donsah,21,MF,Bologna,Serie A,1794,38,2,1,1.2,1.2,2,6,650,0.05,73.7,53,32,14,3,0,0,10000000
947,Sergio Gómez,16,MF,Dortmund,Bundesliga,9,0,0,0,0,0.1,0,0,6,0,100,0,0,0,0,0,0,2000000
967,Mario Götze,25,MF,Dortmund,Bundesliga,1601,7,2,3,1.6,5.1,2,7,1027,0.17,79.2,51,45,5,1,0,0,18000000
1000,Raphaël Guerreiro,23,"DF,MF",Dortmund,Bundesliga,547,10,1,1,1,0.8,0,5,402,0.16,82.6,23,7,7,0,0,0,18000000
1157,Alexander Isak,17,"FW,MF",Dortmund,Bundesliga,119,0,0,0,0.6,0.2,1,0,28,0,75,3,1,0,0,0,0,6000000
1235,Shinji Kagawa,28,MF,Dortmund,Bundesliga,1166,9,5,2,4.3,2.1,1,9,762,0.15,84.6,16,29,4,0,0,0,13000000
1909,Felix Passlack,19,DF,Dortmund,Bundesliga,13,0,0,0,0,0,0,0,9,0,88.9,0,0,1,0,0,0,1500000
1962,Maximilian Philipp,23,"FW,MF",Dortmund,Bundesliga,1203,7,9,1,5,1.6,7,15,307,0.07,73.6,22,18,6,0,0,0,20000000
2024,Christian Pulisic,18,FW,Dortmund,Bundesliga,2302,11,4,5,5.2,5.9,3,15,896,0.2,75.6,149,36,15,1,0,0,45000000
2078,Marco Reus,28,"MF,FW",Dortmund,Bundesliga,928,7,7,0,5,2.2,1,14,386,0,75.6,26,19,5,1,0,0,35000000
2219,Jadon Sancho,17,FW,Dortmund,Bundesliga,690,3,1,4,2.2,3.1,1,4,372,0.52,82.8,43,5,6,0,0,0,15000000
2260,Marcel Schmelzer,29,DF,Dortmund,Bundesliga,1491,74,0,0,0.3,0.5,1,1,1291,0,82.8,12,29,26,3,0,0,5000000
2267,André Schürrle,26,FW,Dortmund,Bundesliga,1236,8,1,6,4.6,2.3,4,11,549,0.44,71.9,55,18,9,0,0,0,15000000
2460,Jeremy Toljan,22,DF,Dortmund,Bundesliga,1211,49,1,2,0.3,1,0,2,826,0.15,81.5,1,26,9,1,0,0,5000000
443,Diego Carlos,24,DF,Nantes,Ligue 1,2292,105,1,0,1.3,0.5,2,6,909,0,74.8,6,59,24,7,1,0,10000000
2607,Julian Weigl,21,MF,Dortmund,Bundesliga,1944,60,1,0,0.1,0.2,0,1,1245,0,86,18,56,24,4,0,0,30000000
2642,Andriy Yarmolenko,27,"FW,MF",Dortmund,Bundesliga,1039,4,3,3,5.3,4.1,2,11,449,0.26,73.7,42,13,7,0,0,0,23000000
2305,Thiago Silva,32,DF,Paris S-G,Ligue 1,2115,78,1,1,0.6,0.3,0,6,1676,0.04,94.5,0,30,22,5,0,0,10000000
53,Iván Alejo,22,"FW,MF",Eibar,La Liga,1127,0,1,3,0.5,1.5,0,3,354,0.24,53.1,54,14,7,5,0,0,2000000
93,José Ángel,27,DF,Eibar,La Liga,2423,32,0,7,0.5,3.3,2,0,1634,0.26,60.4,34,51,30,4,0,0,2500000
1547,Gian Marco Ferrari,25,DF,Sampdoria,Serie A,2645,133,2,0,1,0.4,0,5,1703,0,87.4,6,11,18,4,0,0,10000000
234,Bebé,27,"MF,FW",Eibar,La Liga,365,0,0,1,0.2,0.8,0,1,152,0.25,59.9,13,5,1,0,0,0,1000000
433,Ander Capa,25,DF,Eibar,La Liga,2256,26,0,1,0.2,1.6,0,1,1469,0.04,70.1,45,42,30,4,0,0,3000000
491,Charles,33,FW,Eibar,La Liga,1578,7,8,1,5.9,1.3,3,15,415,0.06,68.9,12,7,6,5,1,0,1500000
755,Sergi Enrich,27,FW,Eibar,La Liga,1332,6,3,1,4.1,0.4,3,11,389,0.07,68.4,8,8,5,2,0,0,3000000
992,Pascal Groß,26,"MF,FW",Brighton,Premier League,2928,16,7,8,3.2,5.7,1,19,1424,0.25,68.4,22,37,10,2,0,0,10000000
1065,Jeff Hendrick,25,"MF,FW",Burnley,Premier League,2331,17,2,2,3.1,1.5,2,8,812,0.08,77.6,41,12,6,1,0,0,10000000
1152,Takashi Inui,29,"MF,FW",Eibar,La Liga,2622,5,5,3,4.7,1.7,5,22,953,0.1,76.2,64,30,17,4,0,0,5000000
392,Yohan Cabaye,31,MF,Crystal Palace,Premier League,2376,21,0,1,2.3,3.5,2,10,1405,0.04,76.9,24,57,61,7,0,0,10000000
1224,David Juncà,23,DF,Eibar,La Liga,900,9,0,3,0,1.4,0,0,633,0.3,69.7,13,16,9,3,0,0,1500000
1411,Pedro León,30,"FW,MF",Eibar,La Liga,930,4,0,4,1.3,2,5,8,439,0.39,55.6,26,4,6,1,0,0,2000000
10,Francesco Acerbi,29,DF,Sassuolo,Serie A,3420,225,0,0,1.5,0.8,0,2,1643,0,82.7,20,55,47,4,0,0,10000000
1573,Bruno Martins Indi,25,DF,Stoke City,Premier League,1243,68,0,0,0.4,0.2,0,0,365,0,78.6,0,14,17,3,0,0,10000000
1858,Fabián Orellana,31,"MF,FW",Eibar,La Liga,1178,3,3,2,2.5,3.6,2,5,524,0.15,70,81,15,5,5,2,0,2000000
1937,Rubén Peña,26,"DF,FW",Eibar,La Liga,1733,14,1,1,0.6,1,1,2,922,0.05,68.8,39,34,23,1,0,0,2000000
2290,Ryan Shawcross,29,DF,Stoke City,Premier League,2371,182,1,1,2.8,0.1,3,8,689,0.04,66,3,31,31,2,0,0,10000000
2092,Asier Riesgo,33,GK,Eibar,La Liga,90,0,0,0,0,0,0,0,28,0,35.7,0,0,0,0,0,0,40000
990,Florian Grillitsch,21,MF,Hoffenheim,Bundesliga,1888,47,1,2,1.3,1.6,2,6,1064,0.1,82.2,33,68,28,5,0,0,10000000
2628,Kevin Wimmer,24,DF,Stoke City,Premier League,1323,50,0,0,0.1,0.1,0,0,580,0,77.1,3,17,18,5,0,0,10000000
196,Aymen Barkok,19,"MF,FW",Eint Frankfurt,Bundesliga,314,1,0,1,0.1,0.6,0,0,119,0.29,74.8,14,10,2,1,0,0,2000000
311,Danny Blum,26,"FW,DF",Eint Frankfurt,Bundesliga,29,0,1,0,0.8,0,0,1,12,0,66.7,0,1,1,0,0,0,75000
314,Kevin-Prince Boateng,30,"MF,FW",Eint Frankfurt,Bundesliga,2357,36,6,1,4.5,0.8,3,14,1107,0.04,76,44,37,15,4,0,0,7000000
489,Timothy Chandler,27,"DF,MF",Eint Frankfurt,Bundesliga,1892,37,2,4,2.1,2.5,4,8,927,0.19,63.3,8,22,27,3,0,0,5000000
558,Danny da Costa,24,DF,Eint Frankfurt,Bundesliga,1202,34,1,2,1.2,1.6,0,2,704,0.15,72,17,40,15,1,0,0,3500000
775,Marco Fabián,28,"FW,MF",Eint Frankfurt,Bundesliga,422,1,1,0,1.3,0.9,0,4,188,0,83.5,14,6,1,0,0,0,4500000
1672,Yerry Mina,22,DF,Barcelona,La Liga,372,16,0,0,0.2,0.1,0,1,241,0,90.9,1,9,2,2,0,0,9000000
804,Gelson Fernandes,30,MF,Eint Frankfurt,Bundesliga,1036,20,0,0,0.1,0,0,1,347,0,81,2,53,9,4,0,0,1500000
1700,Aaron Mooy,26,MF,Huddersfield,Premier League,3067,41,4,3,2.5,3.9,0,6,2070,0.09,74.7,28,81,29,4,0,0,10000000
1036,Sébastien Haller,23,FW,Eint Frankfurt,Bundesliga,2347,32,9,4,7.6,3.4,1,14,705,0.15,65.1,46,26,6,2,0,0,12000000
1049,Makoto Hasebe,33,"DF,MF",Eint Frankfurt,Bundesliga,2090,72,0,0,0.1,0.1,0,1,1155,0,87.4,8,33,16,3,1,0,1000000
1108,Branimir Hrgota,24,"FW,MF",Eint Frankfurt,Bundesliga,196,0,0,0,0.3,0.3,0,2,51,0,62.7,4,6,1,1,0,0,1000000
1242,Daichi Kamada,20,"FW,MF",Eint Frankfurt,Bundesliga,144,0,0,0,0.1,0.1,0,0,33,0,81.8,2,0,1,0,0,0,1000000
1577,Omar Mascarell,24,MF,Eint Frankfurt,Bundesliga,771,12,1,0,0.2,0.7,0,2,482,0,83.8,13,26,14,4,0,0,8000000
1631,Alexander Meier,34,FW,Eint Frankfurt,Bundesliga,4,0,1,0,0.1,0,0,1,2,0,100,0,0,0,0,0,0,75000
1523,Aïssa Mandi,25,DF,Betis,La Liga,3024,98,1,0,1.4,0.3,2,3,2128,0,90.7,11,46,49,9,1,0,9000000
1106,Benedikt Höwedes,29,DF,Juventus,Serie A,247,8,1,0,0.7,0.1,0,1,213,0,90.6,0,1,4,1,0,0,9000000
1127,Vicente Iborra,29,MF,Leicester City,Premier League,1410,42,3,0,1.6,0.2,2,4,837,0,80.6,10,26,16,0,0,0,10000000
2429,Taleb Tawatha,25,"DF,MF",Eint Frankfurt,Bundesliga,441,18,0,1,0.2,0.8,0,0,225,0.2,68,4,14,4,1,0,0,1500000
2619,Jetro Willems,23,"DF,MF",Eint Frankfurt,Bundesliga,1664,40,0,2,1.9,4,5,9,878,0.11,70.4,56,52,9,4,0,0,7000000
2630,Marius Wolf,22,"MF,DF",Eint Frankfurt,Bundesliga,2363,31,5,8,3.1,5.3,1,14,1021,0.3,65.7,84,40,17,4,0,0,10000000
108,Charles Aránguiz,28,MF,Leverkusen,Bundesliga,2302,32,1,3,2.9,1.7,2,5,1731,0.12,85.8,33,70,37,4,0,0,10000000
2361,Benjamin Stambouli,26,"DF,MF",Schalke 04,Bundesliga,2197,83,0,2,0,1,0,0,1364,0.08,78.7,20,91,36,4,0,0,9000000
851,Javi Fuego,33,MF,Espanyol,La Liga,1336,13,0,0,0.2,0,0,2,625,0,77.8,3,20,16,6,0,0,1000000
887,Sergio García,34,"FW,MF",Espanyol,La Liga,1647,8,2,5,4.4,2.8,4,18,434,0.27,68.9,43,13,12,4,0,0,1500000
1727,João Moutinho,30,MF,Monaco,Ligue 1,2802,36,1,4,1,5.5,1,3,1988,0.13,81.9,25,60,39,6,0,0,10000000
955,Álvaro González,27,DF,Villarreal,La Liga,2899,126,0,2,1.7,0.4,1,2,1445,0.06,81.7,2,38,35,14,2,0,9000000
1457,David López,27,"DF,MF",Espanyol,La Liga,3330,114,1,0,1.4,0.5,0,6,1917,0,80.3,12,61,31,7,0,0,8000000
1458,Diego López,35,GK,Espanyol,La Liga,942,0,0,0,0,0,0,0,204,0,55.4,0,0,0,1,0,3,50000
1460,Javi López,31,DF,Espanyol,La Liga,965,26,0,0,0.1,0.6,0,0,601,0,72.4,10,32,19,4,0,0,1000000
1464,Pau López,22,GK,Espanyol,La Liga,2478,0,0,0,0,0.1,0,0,628,0,54.5,0,0,0,2,0,9,5000000
1536,José Manuel Jurado,31,"MF,FW",Espanyol,La Liga,1499,2,0,3,0.8,1.3,2,3,631,0.18,78.9,53,14,8,1,0,0,2500000
1563,Aarón Martín,20,DF,Espanyol,La Liga,2816,33,0,0,0.2,4,0,2,1369,0,73.8,49,44,29,6,0,0,12000000
1634,Óscar Melendo,19,"MF,FW",Espanyol,La Liga,693,1,0,1,0.5,0.8,2,2,261,0.13,83.1,8,2,3,1,0,0,1000000
1709,Gerard Moreno,25,FW,Espanyol,La Liga,3411,38,16,1,16,3.7,10,46,1220,0.03,67.6,107,29,17,4,0,0,20000000
1839,Angelo Ogbonna,29,DF,West Ham,Premier League,2880,122,1,0,0.6,0.5,1,2,1074,0,77.3,4,30,53,3,0,0,9000000
1781,Marc Navarro,22,DF,Espanyol,La Liga,1110,9,1,1,1,0.9,3,5,573,0.08,70,22,15,13,3,0,0,2000000
1947,Hernán Pérez,28,MF,Espanyol,La Liga,141,0,0,0,0.1,0,0,0,76,0,56.6,21,2,0,1,0,0,1200000
1966,Pablo Piatti,28,"MF,FW",Espanyol,La Liga,1733,7,2,4,3.5,3.5,2,6,676,0.21,63.6,47,35,12,0,0,0,6000000
2111,Marc Roca,20,MF,Espanyol,La Liga,269,5,0,0,0.1,0,0,0,169,0,86.4,2,8,3,0,0,0,80000
2215,Carlos Sánchez,31,MF,Espanyol,La Liga,1122,22,0,0,0.1,0.5,0,0,574,0,83.4,12,19,10,3,0,0,2000000
1166,Armando Izzo,25,DF,Genoa,Serie A,1387,88,1,0,0.8,0.1,1,1,847,0,75,6,35,26,2,0,0,8500000
1648,Mikel Merino,21,MF,Newcastle Utd,Premier League,1347,18,1,1,0.6,0.6,2,6,802,0.07,79.6,38,52,32,4,0,0,10000000
2563,Dídac Vilà,28,"DF,MF",Espanyol,La Liga,735,17,0,0,0.5,1.7,1,2,413,0,74.3,9,27,18,3,0,0,1000000
163,Leighton Baines,32,DF,Everton,Premier League,1909,22,2,3,2,2,0,2,976,0.14,74.8,13,21,20,1,0,0,8000000
588,Wylan Cyprien,22,MF,Nice,Ligue 1,949,7,2,1,1.3,1.3,3,5,824,0.09,86,13,12,14,2,0,0,10000000
320,Yannick Bolasie,28,"FW,MF",Everton,Premier League,851,3,1,0,1.4,0.4,1,6,270,0,52.6,29,12,6,0,0,0,18000000
418,Dominic Calvert-Lewin,20,"FW,MF",Everton,Premier League,1882,23,4,6,4.6,1.7,4,16,516,0.29,61,56,15,11,4,0,0,15000000
87,Benjamin André,26,MF,Rennes,Ligue 1,3012,69,3,2,3.7,1.7,2,9,1866,0.06,77.9,40,69,66,11,2,0,10000000
973,Jeffrey Gouweleeuw,26,DF,Augsburg,Bundesliga,2385,134,0,0,1,0.4,1,2,1169,0,77.5,15,47,40,4,0,0,8000000
946,Sergi Gómez,25,DF,Celta Vigo,La Liga,2680,74,1,0,1.4,0.3,2,2,1629,0,86.6,2,42,38,3,0,0,8000000
2462,James Tomkins,28,DF,Crystal Palace,Premier League,2387,182,3,0,2,0.2,1,8,933,0,77.9,8,40,29,8,0,0,8000000
36,Kevin Akpoguma,22,DF,Hoffenheim,Bundesliga,1690,65,0,1,0.2,1.5,0,2,1010,0.05,85.7,12,48,24,1,0,0,8000000
1275,Jonjoe Kenny,20,DF,Everton,Premier League,1590,54,0,1,0.2,1,2,1,846,0.06,68,17,41,25,2,0,0,5000000
907,Gerson,20,"MF,FW",Roma,Serie A,909,9,2,1,1.8,0.8,2,3,527,0.1,87.5,8,20,7,1,0,0,10000000
1409,Aaron Lennon,30,"FW,MF",Everton,Premier League,793,6,0,0,0.3,0.5,2,1,216,0,68.5,17,15,7,0,0,0,5000000
1450,Ademola Lookman,19,"MF,FW",Everton,Premier League,159,2,0,0,0.1,0.7,0,0,48,0,79.2,31,2,3,0,0,0,12000000
1110,Benjamin Hübner,28,DF,Hoffenheim,Bundesliga,2315,103,3,2,2.1,0.7,1,6,1464,0.08,83.5,7,64,34,9,0,0,8000000
1565,Cuco Martina,27,DF,Everton,Premier League,1830,90,0,2,0.1,1,0,2,1020,0.1,75,6,59,33,2,0,0,2500000
727,Alfred Duncan,24,MF,Sassuolo,Serie A,1947,25,0,2,2.4,3,2,10,788,0.09,71.2,59,39,18,4,0,0,10000000
1675,Kevin Mirallas,29,"FW,MF",Everton,Premier League,138,1,0,0,0.1,0.1,0,2,59,0,79.7,4,2,0,1,0,0,7000000
1805,Oumar Niasse,27,FW,Everton,Premier League,1087,7,8,2,6.6,1.9,4,18,260,0.17,62.3,28,6,2,2,0,0,8000000
1967,Jordan Pickford,23,GK,Everton,Premier League,3420,1,0,0,0,0.1,1,0,1141,0,50.6,0,0,0,0,0,10,30000000
2051,Sandro Ramírez,22,"FW,MF",Everton,Premier League,278,1,0,0,0.8,0,1,1,88,0,72.7,17,1,0,0,0,0,10000000
2142,Wayne Rooney,31,"MF,FW",Everton,Premier League,2268,29,10,2,8.5,2.5,5,11,1245,0.08,74.4,29,30,16,5,0,0,10000000
2264,Morgan Schneiderlin,27,MF,Everton,Premier League,2130,49,0,0,0.1,0.3,0,0,1146,0,82.8,16,56,44,5,2,0,20000000
2480,Cenk Tosun,26,FW,Everton,Premier League,986,10,5,0,2.4,1.2,1,8,279,0,68.1,9,5,4,0,0,0,23000000
2589,Theo Walcott,28,"FW,MF",Everton,Premier League,1152,6,3,3,3,1.5,2,8,349,0.23,67.6,30,24,8,2,0,0,20000000
1676,Miranda,32,DF,Inter,Serie A,2726,128,0,0,0.8,0.3,1,1,1706,0,87.3,13,51,21,8,0,0,8000000
152,Khouma Babacar,24,"FW,MF",Fiorentina,Serie A,448,5,4,1,4.7,0.4,3,12,101,0.2,75.2,5,3,1,1,0,0,8000000
155,Milan Badelj,28,MF,Fiorentina,Serie A,2351,54,2,1,1.9,2.4,3,6,1773,0.04,82.9,55,77,46,9,2,0,15000000
210,Daniele Baselli,25,MF,Torino,Serie A,2521,44,4,0,3.6,1.9,2,9,1335,0,81.7,42,61,50,13,2,0,10000000
297,Cristiano Biraghi,24,DF,Fiorentina,Serie A,2980,85,1,4,1.8,5.2,5,6,1762,0.12,70.7,21,75,18,7,0,0,5000000
499,Federico Chiesa,19,"FW,MF",Fiorentina,Serie A,3012,12,6,4,7.1,6.2,13,31,1039,0.12,72.3,143,59,9,7,0,0,45000000
1114,Will Hughes,22,"MF,FW",Watford,Premier League,990,3,2,3,0.9,1.6,0,4,419,0.27,76.1,12,28,17,0,0,0,10000000
745,Maximilian Eggestein,20,MF,Werder Bremen,Bundesliga,2692,55,2,3,4.6,1.2,4,14,1013,0.1,75.6,62,56,21,3,0,0,10000000
773,Valentin Eysseric,25,"FW,MF",Fiorentina,Serie A,706,4,1,1,1.1,1.5,2,4,403,0.13,75.2,22,19,7,2,0,0,5000000
782,Diego Falcinelli,26,"FW,MF",Fiorentina,Serie A,440,3,0,0,1.6,0.9,2,4,112,0,75,10,3,1,0,0,0,3800000
890,Bruno Gaspar,24,DF,Fiorentina,Serie A,781,17,0,2,0,1.1,0,0,575,0.23,80.2,9,22,6,2,0,0,3000000
797,Luiz Felipe,20,DF,Lazio,Serie A,1168,33,0,1,0.5,0.1,0,0,698,0.08,84.8,4,39,18,6,0,0,8000000
1384,Vincent Laurini,28,DF,Fiorentina,Serie A,1608,59,0,1,0,1.2,0,0,1095,0.06,78.2,19,32,8,5,0,0,2000000
1438,Simone Lo Faso,19,FW,Fiorentina,Serie A,36,0,0,0,0,0.1,0,0,31,0,93.5,7,1,1,0,0,0,1000000
1848,Maximiliano Olivera,25,DF,Fiorentina,Serie A,412,8,0,0,0.1,0.2,0,1,278,0,79.1,2,17,7,1,0,0,1000000
43,Raúl Albiol,31,DF,Napoli,Serie A,2742,107,3,1,1.8,1.2,2,7,2510,0.03,88.6,5,43,12,7,0,0,8000000
2214,Carlos Sánchez,31,"MF,FW",Fiorentina,Serie A,368,8,1,0,0.5,0,0,2,250,0,82.4,2,7,6,2,0,0,2000000
2240,Riccardo Saponara,25,"MF,FW",Fiorentina,Serie A,900,4,0,4,1.6,2.9,3,7,434,0.4,78.8,29,9,2,3,0,0,9000000
2308,Giovanni Simeone,22,FW,Fiorentina,Serie A,2998,31,14,4,14.6,3.4,3,38,553,0.12,70,82,45,8,3,0,0,25000000
2357,Marco Sportiello,25,GK,Fiorentina,Serie A,3202,1,0,0,0,0,0,0,985,0,73.7,0,0,0,0,1,14,6000000
2443,Cyril Théréau,34,"FW,MF",Fiorentina,Serie A,1112,9,5,2,5.6,2.2,3,9,512,0.16,79.3,8,12,4,2,0,0,1000000
1400,Florian Lejeune,26,DF,Newcastle Utd,Premier League,2103,125,0,2,0.3,1.3,1,2,1060,0.09,76.4,7,38,47,3,0,0,8000000
118,Maximilian Arnold,23,MF,Wolfsburg,Bundesliga,2454,44,2,0,2.2,3.8,1,11,1425,0,78.7,25,54,17,9,1,0,10000000
2664,Rafik Zekhnini,19,MF,Fiorentina,Serie A,11,0,0,0,0,0,0,0,5,0,80,0,0,0,0,0,0,1000000
9,Amir Abrashi,27,MF,Freiburg,Bundesliga,850,19,0,0,0.2,0.5,0,0,335,0,77.6,11,37,11,2,0,0,2000000
375,Onur Bulut,23,MF,Freiburg,Bundesliga,39,0,0,0,0,0.1,0,0,6,0,50,0,0,0,0,0,0,80000
711,Mohamed Dräger,21,"MF,FW",Freiburg,Bundesliga,52,0,0,0,0,0,0,0,10,0,40,0,0,0,0,0,0,20000
828,Seko Fofana,22,MF,Udinese,Serie A,1868,27,3,0,2.6,1.2,1,9,914,0,84.9,52,19,22,4,1,0,9500000
996,Karim Guédé,32,FW,Freiburg,Bundesliga,60,1,0,0,0,0,0,0,11,0,45.5,1,1,0,0,0,0,20000
1311,Ibrahima Konaté,18,DF,RB Leipzig,Bundesliga,1228,77,0,0,0.2,0.5,0,0,651,0,81.1,7,28,15,1,0,0,8000000
1014,Christian Günter,24,"DF,MF",Freiburg,Bundesliga,3060,73,1,4,1.9,4,1,8,1728,0.12,71.2,62,50,11,2,0,0,5000000
2140,Valentin Rongier,22,"MF,FW",Nantes,Ligue 1,2350,11,1,1,1.5,1.6,5,6,1305,0.04,85.4,47,63,43,1,0,0,9000000
1094,Nicolas Höfler,27,MF,Freiburg,Bundesliga,2259,77,1,3,0.5,1.6,0,1,1241,0.12,85,35,37,30,7,1,0,4000000
1100,Lucas Höler,23,"MF,FW",Freiburg,Bundesliga,906,12,1,0,2.5,0.2,1,5,240,0,59.2,21,20,3,0,0,0,2000000
1253,Bartosz Kapustka,20,"FW,MF",Freiburg,Bundesliga,235,2,1,0,0.1,0,0,2,77,0,59.7,5,5,2,0,0,0,3000000
1260,Florian Kath,22,"FW,MF",Freiburg,Bundesliga,674,1,1,0,0.9,0.2,2,5,208,0,68.8,31,12,4,3,0,0,50000
1276,Ryan Kent,20,"FW,MF",Freiburg,Bundesliga,245,1,0,0,1.1,0.3,0,1,67,0,65.7,8,3,0,1,0,0,1500000
1296,Tim Kleindienst,21,FW,Freiburg,Bundesliga,1138,22,2,3,4.4,2,6,12,353,0.24,58.4,28,22,4,2,0,0,2000000
901,Jérémy Gélin,20,"DF,MF",Rennes,Ligue 1,2315,67,0,1,0.2,1.1,0,0,1358,0.04,83.8,5,26,35,2,0,0,8000000
1346,Lukas Kübler,24,DF,Freiburg,Bundesliga,1151,68,0,0,0.1,0.3,0,1,515,0,73.4,10,28,11,3,0,0,1500000
2371,Jack Stephens,23,DF,Southampton,Premier League,1980,77,2,0,1.4,0.1,0,4,987,0,74,15,25,38,6,1,0,8000000
1806,Florian Niederlechner,26,"FW,MF",Freiburg,Bundesliga,697,5,2,0,2.9,0.4,1,7,127,0,72.4,18,6,1,1,0,0,4500000
1957,Nils Petersen,28,FW,Freiburg,Bundesliga,2244,29,15,1,12.2,3.3,5,17,596,0.04,64.9,66,26,15,4,1,0,12000000
2062,Yoric Ravet,27,"MF,FW",Freiburg,Bundesliga,498,5,0,2,0.8,1.3,0,4,204,0.36,57.8,15,7,3,0,1,0,3000000
2270,Alexander Schwolow,25,GK,Freiburg,Bundesliga,2906,3,0,0,0.1,0.1,0,0,1310,0,62.8,0,0,0,0,0,9,6000000
517,Tom Cleverley,27,MF,Watford,Premier League,1902,20,1,2,1.8,1.2,0,3,1188,0.09,78.5,5,42,21,2,2,0,9000000
2363,Caleb Stanko,24,"DF,MF",Freiburg,Bundesliga,191,18,0,0,0,0,0,0,118,0,84.7,2,3,1,0,0,0,40000
2369,Pascal Stenzel,21,"DF,MF",Freiburg,Bundesliga,1941,48,1,0,0.5,0.8,2,4,1082,0,76.7,32,57,20,3,0,0,5000000
2436,Marco Terrazzino,26,"MF,FW",Freiburg,Bundesliga,1489,13,0,1,2.9,3,0,7,619,0.06,79,24,22,12,3,0,0,2500000
1632,Soualiho Meïté,23,MF,Bordeaux,Ligue 1,1335,10,1,2,1.5,1.3,1,3,688,0.13,83.7,1,31,21,0,0,0,8000000
466,Gonzalo Castro,30,MF,Dortmund,Bundesliga,1206,15,0,2,1.6,3.4,3,2,841,0.15,82.2,13,22,12,3,0,0,8000000
810,Federico Fernández,28,DF,Swansea City,Premier League,2676,179,1,1,0.7,0.7,1,1,1206,0.03,81.4,4,33,29,5,0,0,8000000
1618,James McCarthy,26,MF,Everton,Premier League,205,5,0,0,0,0,0,0,99,0,71.7,3,12,5,0,0,0,8000000
478,Ricardo Centurión,24,"MF,FW",Genoa,Serie A,54,0,0,0,0,0,0,0,21,0,61.9,4,0,0,0,0,0,5000000
522,Isaac Cofie,25,MF,Genoa,Serie A,591,15,0,0,0.2,0,0,0,301,0,80.4,6,18,10,1,0,0,1000000
616,Craig Dawson,27,DF,West Brom,Premier League,2510,116,2,0,2.2,1.2,4,4,1085,0,68.1,10,41,33,6,0,0,8000000
302,Yves Bissouma,20,"MF,DF",Lille,Ligue 1,1562,11,2,0,2.4,0.5,6,7,1031,0,83.3,62,59,38,3,0,0,8000000
1475,José Luis Palomino,27,DF,Atalanta,Serie A,1979,120,1,0,1.8,0.5,0,2,1128,0,84.1,8,67,21,3,0,0,7500000
1368,Eugenio Lamanna,27,GK,Genoa,Serie A,90,0,0,0,0,0,0,0,25,0,60,0,0,0,0,0,0,1000000
1374,Gianluca Lapadula,27,FW,Genoa,Serie A,1495,12,6,1,10.8,1.7,6,7,259,0.06,64.9,19,9,2,3,0,0,7000000
1386,Diego Laxalt,24,"DF,MF",Genoa,Serie A,2806,40,3,3,1.8,2.1,4,5,1316,0.1,71,87,56,21,2,0,0,13000000
1623,Iuri Medeiros,23,"FW,MF",Genoa,Serie A,641,2,2,1,1.1,1.9,1,9,291,0.14,68.7,25,4,2,1,0,0,5000000
1662,Francesco Migliore,29,DF,Genoa,Serie A,329,7,0,0,0,0.2,0,0,164,0,74.4,8,7,0,1,0,0,80000
1633,Soualiho Meïté,23,MF,Monaco,Ligue 1,96,1,0,0,0,0,0,0,42,0,81,34,3,3,0,0,0,8000000
1889,Raffaele Palladino,33,"FW,MF",Genoa,Serie A,231,4,0,0,0.7,0.8,0,4,91,0,74.7,5,0,0,1,0,0,20000
1897,Goran Pandev,34,"FW,MF",Genoa,Serie A,1803,8,5,1,5.8,2.7,6,21,610,0.05,73,55,12,1,4,1,0,50000
1931,Pietro Pellegri,16,FW,Genoa,Serie A,282,0,2,0,0.7,0.1,1,2,45,0,73.3,1,2,1,2,0,0,8000000
1942,Pedro Pereira,19,DF,Genoa,Serie A,381,12,0,0,0.1,0.1,1,1,205,0,71.2,7,8,7,2,0,0,2000000
1951,Mattia Perin,24,GK,Genoa,Serie A,3330,2,0,0,0,0.1,0,0,1193,0,58.6,0,0,0,1,0,12,16000000
2084,Federico Ricci,23,"FW,MF",Genoa,Serie A,217,1,0,0,0.2,0.3,0,1,77,0,63.6,35,4,1,0,0,0,2700000
